Source,Target,Type,Weight
30759351,26470805,Directed,1
30759351,19119226,Directed,1
30759351,34703909,Directed,1
30759351,333903537,Directed,1
30759351,37677256,Directed,1
30759351,26214264,Directed,1
30759351,112871323,Directed,1
30759351,101727020,Directed,1
30759351,18293645,Directed,1
30759351,37665779,Directed,1
30759351,32397331,Directed,1
30759351,63129578,Directed,1
30759351,38769939,Directed,1
30759351,24531620,Directed,1
30759351,14687587,Directed,1
30759351,32535843,Directed,1
30941476,63425851,Directed,1
30941476,3119889670,Directed,1
30941476,2645220702,Directed,1
30941476,1033374143461425152,Directed,1
30941476,262164620,Directed,1
30941476,471837649,Directed,1
30941476,838111239750447104,Directed,1
30941476,295361148,Directed,1
30941476,1551459979,Directed,1
30941476,310626575,Directed,1
30941476,19119226,Directed,1
30941476,225341716,Directed,1
30941476,26588415,Directed,1
30941476,333903537,Directed,1
30941476,26719515,Directed,1
30941476,30759351,Directed,1
30941476,23320712,Directed,1
30941476,524326247,Directed,1
30941476,20679622,Directed,1
30941476,32397331,Directed,1
30941476,18293645,Directed,1
30941476,29928571,Directed,1
30941476,2924816561,Directed,1
30941476,217217458,Directed,1
30941476,42042554,Directed,1
30941476,1103749050,Directed,1
30941476,1382743280,Directed,1
30941476,819168234,Directed,1
30941476,38260259,Directed,1
30941476,42845459,Directed,1
30941476,28361716,Directed,1
30941476,19157451,Directed,1
30941476,39974570,Directed,1
30941476,18387289,Directed,1
30941476,951333086,Directed,1
30941476,195848365,Directed,1
30941476,317034318,Directed,1
30941476,112871323,Directed,1
30941476,34703909,Directed,1
30941476,234132789,Directed,1
30941476,86154361,Directed,1
30941476,26470805,Directed,1
30941476,419788091,Directed,1
30941476,473914976,Directed,1
30941476,20868447,Directed,1
30941476,244983461,Directed,1
30941476,38769939,Directed,1
30941476,319228928,Directed,1
30941476,20611702,Directed,1
30941476,37677256,Directed,1
30941476,21423985,Directed,1
30941476,279131939,Directed,1
30941476,41090452,Directed,1
30941476,20301193,Directed,1
